Date,Hour,MCP (Rs/MWh)
02-09-2023,21,10000
02-09-2023,22,10000
02-09-2023,22,10000
02-09-2023,22,10000
02-09-2023,22,10000
02-09-2023,23,10000
02-09-2023,23,10000
02-09-2023,23,10000
02-09-2023,23,10000
02-09-2023,24,10000
02-09-2023,24,10000
02-09-2023,24,10000
02-09-2023,24,10000
03-09-2023,1,10000
03-09-2023,1,10000
03-09-2023,1,10000
03-09-2023,1,10000
03-09-2023,2,10000
03-09-2023,2,10000
03-09-2023,2,10000
03-09-2023,2,10000
03-09-2023,3,10000
03-09-2023,3,10000
03-09-2023,3,10000
03-09-2023,3,10000
03-09-2023,4,10000
03-09-2023,4,10000
03-09-2023,4,10000
03-09-2023,4,10000
03-09-2023,5,10000
03-09-2023,5,10000
03-09-2023,5,10000
03-09-2023,5,10000
03-09-2023,6,10000
03-09-2023,6,10000
03-09-2023,6,10000
03-09-2023,6,10000
03-09-2023,7,10000
03-09-2023,7,10000
03-09-2023,7,10000
03-09-2023,7,10000
03-09-2023,8,10000
03-09-2023,8,10000
03-09-2023,8,10000
03-09-2023,8,10000
03-09-2023,9,6181.77
03-09-2023,9,5545.34
03-09-2023,9,5987.09
03-09-2023,9,6220.28
03-09-2023,10,5000.1
03-09-2023,10,4856.63
03-09-2023,10,4142.77
03-09-2023,10,3100.63
03-09-2023,11,4000.17
03-09-2023,11,4049.52
03-09-2023,11,4237.83
03-09-2023,11,4142.42
03-09-2023,12,4500.85
03-09-2023,12,4504.53
03-09-2023,12,3000.63
03-09-2023,12,2783.07
03-09-2023,13,1999.06
03-09-2023,13,1999.46
03-09-2023,13,2900.89
03-09-2023,13,3020.79
03-09-2023,14,3501.75
03-09-2023,14,4000.29
03-09-2023,14,4500.85
03-09-2023,14,4650.54
03-09-2023,15,4508.68
03-09-2023,15,5498.55
03-09-2023,15,6211.66
03-09-2023,15,6500.48
03-09-2023,16,5359.99
03-09-2023,16,5791.85
03-09-2023,16,4150.43
03-09-2023,16,4276.4
03-09-2023,17,3600.03
03-09-2023,17,3340.15
03-09-2023,17,4911.6
03-09-2023,17,5728.85
03-09-2023,18,6000.53
03-09-2023,18,6500.01
03-09-2023,18,5700.34
03-09-2023,18,5929.22
03-09-2023,19,5000.86
03-09-2023,19,5440.26
03-09-2023,19,5000.26
03-09-2023,19,6200.88
03-09-2023,20,10000
03-09-2023,20,10000
03-09-2023,20,10000
03-09-2023,20,10000
03-09-2023,21,10000
03-09-2023,21,10000
03-09-2023,21,10000
03-09-2023,21,10000
03-09-2023,22,10000
03-09-2023,22,10000
03-09-2023,22,10000
03-09-2023,22,10000
03-09-2023,23,10000
03-09-2023,23,10000
03-09-2023,23,10000
03-09-2023,23,10000
03-09-2023,24,10000
03-09-2023,24,10000
03-09-2023,24,10000
03-09-2023,24,10000
04-09-2023,1,10000
04-09-2023,1,10000
04-09-2023,1,7999.57
04-09-2023,1,7999.47
04-09-2023,2,5685.56
04-09-2023,2,5685.67
04-09-2023,2,4500.71
04-09-2023,2,4500.82
04-09-2023,3,4856.14
04-09-2023,3,5150
04-09-2023,3,4500.75
04-09-2023,3,4500.34
04-09-2023,4,4500.33
04-09-2023,4,4500.26
04-09-2023,4,3900.61
04-09-2023,4,3900.61
04-09-2023,5,2993.48
04-09-2023,5,2995.59
04-09-2023,5,3587
04-09-2023,5,3979.21
04-09-2023,6,3635.5
04-09-2023,6,4500.71
04-09-2023,6,5500.95
04-09-2023,6,6006
04-09-2023,7,5500.77
04-09-2023,7,6153
04-09-2023,7,6510.43
04-09-2023,7,7000.23
04-09-2023,8,6500.26
04-09-2023,8,6200.53
04-09-2023,8,5500.32
04-09-2023,8,4911.49
04-09-2023,9,3999.02
04-09-2023,9,3993.23
04-09-2023,9,4327.82
04-09-2023,9,4327.69
04-09-2023,10,3424.21
04-09-2023,10,3530.06
04-09-2023,10,3955.33
04-09-2023,10,3530.93
04-09-2023,11,2730.24
04-09-2023,11,2592.12
04-09-2023,11,2760.88
04-09-2023,11,3109.78
04-09-2023,12,4261.8
04-09-2023,12,4359.28
04-09-2023,12,5000
04-09-2023,12,5000
04-09-2023,13,4500.42
04-09-2023,13,4500.01
04-09-2023,13,4250.3
04-09-2023,13,4049.66
04-09-2023,14,4474
04-09-2023,14,4500
04-09-2023,14,4500.74
04-09-2023,14,4595.27
04-09-2023,15,5768.92
04-09-2023,15,6000.25
04-09-2023,15,6200.83
04-09-2023,15,6000.66
04-09-2023,16,5649.77
04-09-2023,16,6000.75
04-09-2023,16,6500.1
04-09-2023,16,6311.28
04-09-2023,17,3675.42
04-09-2023,17,3675.69
04-09-2023,17,6000.16
04-09-2023,17,5700.75
04-09-2023,18,3675.92
04-09-2023,18,4025.33
04-09-2023,18,5500.68
04-09-2023,18,6500.02
04-09-2023,19,5612.59
04-09-2023,19,7000.93
04-09-2023,19,8000.47
04-09-2023,19,8790.79
04-09-2023,20,10000
04-09-2023,20,10000
04-09-2023,20,10000
04-09-2023,20,10000
04-09-2023,21,10000
04-09-2023,21,10000
04-09-2023,21,10000
04-09-2023,21,10000
04-09-2023,22,10000
04-09-2023,22,10000
04-09-2023,22,10000
04-09-2023,22,10000
04-09-2023,23,10000
04-09-2023,23,10000
04-09-2023,23,10000
04-09-2023,23,10000
04-09-2023,24,10000
04-09-2023,24,10000
04-09-2023,24,10000
04-09-2023,24,10000
05-09-2023,1,10000
05-09-2023,1,10000
05-09-2023,1,10000
05-09-2023,1,10000
05-09-2023,2,6500.4
05-09-2023,2,6185.81
05-09-2023,2,5500.67
05-09-2023,2,5500.81
05-09-2023,3,4911.96
05-09-2023,3,5500.49
05-09-2023,3,5500.37
05-09-2023,3,4970.74
05-09-2023,4,5500.18
05-09-2023,4,5000.12
05-09-2023,4,4237.79
05-09-2023,4,4237.58
05-09-2023,5,5500.73
05-09-2023,5,6000.83
05-09-2023,5,6520
05-09-2023,5,7000.37
05-09-2023,6,4237.92
05-09-2023,6,5500.65
05-09-2023,6,5987.31
05-09-2023,6,6000.9
05-09-2023,7,6500
05-09-2023,7,7000.25
05-09-2023,7,7500.9
05-09-2023,7,7500.69
05-09-2023,8,7000.39
05-09-2023,8,6999.51
05-09-2023,8,5929.93
05-09-2023,8,4550.46
05-09-2023,9,5800.63
05-09-2023,9,5929.2
05-09-2023,9,5500.39
05-09-2023,9,5000.72
05-09-2023,10,5500.36
05-09-2023,10,5470.8
05-09-2023,10,5700.79
05-09-2023,10,5700.69
05-09-2023,11,3690.81
05-09-2023,11,3100.42
05-09-2023,11,4500.4
05-09-2023,11,4856.43
05-09-2023,12,5000.79
05-09-2023,12,5600.3
05-09-2023,12,4600.53
05-09-2023,12,4500.67
05-09-2023,13,3707.13
05-09-2023,13,3707.34
05-09-2023,13,4000.25
05-09-2023,13,3999.97
05-09-2023,14,3800.41
05-09-2023,14,3999.13
05-09-2023,14,4826
05-09-2023,14,5537.3
05-09-2023,15,6000.44
05-09-2023,15,6200.73
05-09-2023,15,6500.67
05-09-2023,15,7000.01
05-09-2023,16,7500.42
05-09-2023,16,7500.51
05-09-2023,16,7500.83
05-09-2023,16,7500.94
05-09-2023,17,7500.48
05-09-2023,17,7500.71
05-09-2023,17,7500.11
05-09-2023,17,7500.07
05-09-2023,18,7000.3
05-09-2023,18,7200.79
05-09-2023,18,7500.25
05-09-2023,18,7500.72
05-09-2023,19,7500.68
05-09-2023,19,9020.44
05-09-2023,19,10000
05-09-2023,19,10000
05-09-2023,20,10000
05-09-2023,20,10000
05-09-2023,20,10000
05-09-2023,20,10000
05-09-2023,21,10000
05-09-2023,21,10000
05-09-2023,21,10000
05-09-2023,21,10000
05-09-2023,22,10000
05-09-2023,22,10000
05-09-2023,22,10000
05-09-2023,22,10000
05-09-2023,23,10000
05-09-2023,23,10000
05-09-2023,23,10000
05-09-2023,23,10000
05-09-2023,24,10000
05-09-2023,24,10000
05-09-2023,24,10000
05-09-2023,24,10000
06-09-2023,1,10000
06-09-2023,1,10000
06-09-2023,1,10000
06-09-2023,1,10000
06-09-2023,2,6100.61
06-09-2023,2,6500.04
06-09-2023,2,7000.16
06-09-2023,2,7000.1
06-09-2023,3,6181.7
06-09-2023,3,6000.19
06-09-2023,3,5969.61
06-09-2023,3,5987.09
06-09-2023,4,4500.2
06-09-2023,4,4772.51
06-09-2023,4,5600.11
06-09-2023,4,5384.91
06-09-2023,5,5600.3
06-09-2023,5,5470.85
06-09-2023,5,4500.62
06-09-2023,5,4500.95
06-09-2023,6,4034.22
06-09-2023,6,5000.28
06-09-2023,6,5600.6
06-09-2023,6,7000
06-09-2023,7,7500.14
06-09-2023,7,7500.35
06-09-2023,7,7500.2
06-09-2023,7,7500.08
06-09-2023,8,6000.65
06-09-2023,8,5586.91
06-09-2023,8,5539.21
06-09-2023,8,5084.01
06-09-2023,9,4927.42
06-09-2023,9,5001.07
06-09-2023,9,4600.75
06-09-2023,9,4599.93
06-09-2023,10,5453.11
06-09-2023,10,5389.91
06-09-2023,10,5268.05
06-09-2023,10,4761.37
06-09-2023,11,4600.26
06-09-2023,11,4329.17
06-09-2023,11,3999.7
06-09-2023,11,4200.79
06-09-2023,12,4500.64
06-09-2023,12,4500.28
06-09-2023,12,4327.48
06-09-2023,12,4372.76
06-09-2023,13,4250.97
06-09-2023,13,4200.92
06-09-2023,13,4000.76
06-09-2023,13,3600.42
06-09-2023,14,3061.49
06-09-2023,14,3074.71
06-09-2023,14,3999.38
06-09-2023,14,4949.43
06-09-2023,15,5000.6
06-09-2023,15,6500.03
06-09-2023,15,5000.57
06-09-2023,15,5000.61
06-09-2023,16,4500.08
06-09-2023,16,6000.03
06-09-2023,16,6500.97
06-09-2023,16,7000.46
06-09-2023,17,4609.4
06-09-2023,17,4500.2
06-09-2023,17,4327.93
06-09-2023,17,4327.11
06-09-2023,18,4911.4
06-09-2023,18,6500.77
06-09-2023,18,7000.51
06-09-2023,18,7500.16
06-09-2023,19,7500.7
06-09-2023,19,9020.08
06-09-2023,19,10000
06-09-2023,19,10000
06-09-2023,20,10000
06-09-2023,20,10000
06-09-2023,20,10000
06-09-2023,20,10000
06-09-2023,21,10000
06-09-2023,21,10000
06-09-2023,21,10000
06-09-2023,21,10000
06-09-2023,22,10000
06-09-2023,22,10000
06-09-2023,22,10000
06-09-2023,22,10000
06-09-2023,23,10000
06-09-2023,23,10000
06-09-2023,23,10000
06-09-2023,23,10000
06-09-2023,24,10000
06-09-2023,24,10000
06-09-2023,24,7999.63
06-09-2023,24,7500.18
07-09-2023,1,7000.18
07-09-2023,1,7000.1
07-09-2023,1,7000.42
07-09-2023,1,7000.57
07-09-2023,2,7000.15
07-09-2023,2,6181.21
07-09-2023,2,6000.94
07-09-2023,2,5929.31
07-09-2023,3,5000.98
07-09-2023,3,4915.97
07-09-2023,3,4237.99
07-09-2023,3,4500.06
07-09-2023,4,4372.93
07-09-2023,4,4500.37
07-09-2023,4,4631.69
07-09-2023,4,4500.68
07-09-2023,5,4500.67
07-09-2023,5,4600.7
07-09-2023,5,4040.9
07-09-2023,5,4200.13
07-09-2023,6,4040.81
07-09-2023,6,5470.43
07-09-2023,6,5600.31
07-09-2023,6,6888
07-09-2023,7,6799.23
07-09-2023,7,7000.1
07-09-2023,7,7000.64
07-09-2023,7,7000.88
07-09-2023,8,6999.91
07-09-2023,8,5759.29
07-09-2023,8,5000.16
07-09-2023,8,4436.29
07-09-2023,9,4237.68
07-09-2023,9,4237.66
07-09-2023,9,4650.16
07-09-2023,9,5268.78
07-09-2023,10,4974.3
07-09-2023,10,4631.5
07-09-2023,10,2999.15
07-09-2023,10,2916.88
07-09-2023,11,1820.52
07-09-2023,11,1820.27
07-09-2023,11,1820.82
07-09-2023,11,1820.86
07-09-2023,12,2511.14
07-09-2023,12,2751.47
07-09-2023,12,2900.19
07-09-2023,12,2600.86
07-09-2023,13,3250.79
07-09-2023,13,3250.84
07-09-2023,13,3600.28
07-09-2023,13,3600.15
07-09-2023,14,1820.89
07-09-2023,14,1820.88
07-09-2023,14,1699.99
07-09-2023,14,2769.71
07-09-2023,15,4420.19
07-09-2023,15,5500.05
07-09-2023,15,4720.45
07-09-2023,15,4720.89
07-09-2023,16,4720.46
07-09-2023,16,4499.21
07-09-2023,16,5537.79
07-09-2023,16,4010.38
07-09-2023,17,4250.97
07-09-2023,17,4112.27
07-09-2023,17,4200.47
07-09-2023,17,4600.42
07-09-2023,18,3410.55
07-09-2023,18,4008.79
07-09-2023,18,5236.72
07-09-2023,18,6057.6
07-09-2023,19,5600.08
07-09-2023,19,7500.24
07-09-2023,19,7500.34
07-09-2023,19,8499.79
07-09-2023,20,8000.74
07-09-2023,20,10000
07-09-2023,20,9894.1
07-09-2023,20,9895.25
07-09-2023,21,8000.62
07-09-2023,21,8000.69
07-09-2023,21,8000.62
07-09-2023,21,8000.77
07-09-2023,22,8000.05
07-09-2023,22,8000.22
07-09-2023,22,7199.9
07-09-2023,22,6999.16
07-09-2023,23,7500.5
07-09-2023,23,7500.73
07-09-2023,23,7499.37
07-09-2023,23,7199.1
07-09-2023,24,7000.5
07-09-2023,24,7000.53
07-09-2023,24,6351.43
07-09-2023,24,5839.43
08-09-2023,1,5673.33
08-09-2023,1,5839.48
08-09-2023,1,7000.6
08-09-2023,1,7000.88
08-09-2023,2,4499.54
08-09-2023,2,4313.81
08-09-2023,2,4313.91
08-09-2023,2,4313.97
08-09-2023,3,4608.78
08-09-2023,3,4939.49
08-09-2023,3,5000.52
08-09-2023,3,5000.63
08-09-2023,4,5131.6
08-09-2023,4,5161.54
08-09-2023,4,4939.85
08-09-2023,4,4846.29
08-09-2023,5,4150.87
08-09-2023,5,4237.45
08-09-2023,5,4237.69
08-09-2023,5,4237.49
08-09-2023,6,3339.83
08-09-2023,6,3776.82
08-09-2023,6,4046.38
08-09-2023,6,4100.03
08-09-2023,7,4348
08-09-2023,7,5000.14
08-09-2023,7,5499.8
08-09-2023,7,5000.9
08-09-2023,8,5000.48
08-09-2023,8,4910.37
08-09-2023,8,4499.15
08-09-2023,8,4150.69
08-09-2023,9,3896.24
08-09-2023,9,3395.65
08-09-2023,9,4000.09
08-09-2023,9,3896.36
08-09-2023,10,3200.72
08-09-2023,10,3675.26
08-09-2023,10,3061.13
08-09-2023,10,3000.44
08-09-2023,11,3000.08
08-09-2023,11,2800.31
08-09-2023,11,3000.71
08-09-2023,11,3000.93
08-09-2023,12,3250.62
08-09-2023,12,3250.53
08-09-2023,12,3000.98
08-09-2023,12,3000.99
08-09-2023,13,3000.07
08-09-2023,13,3000.1
08-09-2023,13,2751.75
08-09-2023,13,2847.35
08-09-2023,14,1999.71
08-09-2023,14,1999.32
08-09-2023,14,2358.19
08-09-2023,14,2528.01
08-09-2023,15,3000.27
08-09-2023,15,3000.67
08-09-2023,15,3000.56
08-09-2023,15,3000.79
08-09-2023,16,3000.75
08-09-2023,16,3200.78
08-09-2023,16,4192.94
08-09-2023,16,4337.83
08-09-2023,17,4313.79
08-09-2023,17,4500.6
08-09-2023,17,4313.46
08-09-2023,17,3834.17
08-09-2023,18,2781.64
08-09-2023,18,3359.88
08-09-2023,18,4500.39
08-09-2023,18,5476
08-09-2023,19,5495.35
08-09-2023,19,5889.51
08-09-2023,19,6000.54
08-09-2023,19,6499.92
08-09-2023,20,6000.15
08-09-2023,20,6058.77
08-09-2023,20,5600.4
08-09-2023,20,5329.03
08-09-2023,21,5000.15
08-09-2023,21,5150.69
08-09-2023,21,5600.2
08-09-2023,21,6000.65
08-09-2023,22,6000.08
08-09-2023,22,6507.86
08-09-2023,22,7324
08-09-2023,22,5612.75
08-09-2023,23,5200.65
08-09-2023,23,4939.03
08-09-2023,23,5691.37
08-09-2023,23,5999.18
08-09-2023,24,5600.7
08-09-2023,24,5600.3
08-09-2023,24,4360.64
08-09-2023,24,3999.94
09-09-2023,1,6500.56
09-09-2023,1,6500.41
09-09-2023,1,6212.34
09-09-2023,1,6006.14
09-09-2023,2,6305.72
09-09-2023,2,6302.13
09-09-2023,2,5839.59
09-09-2023,2,5587.63
09-09-2023,3,4412.82
09-09-2023,3,4010.16
09-09-2023,3,3900.2
09-09-2023,3,3585.76
09-09-2023,4,3800.59
09-09-2023,4,4000.29
09-09-2023,4,3000.2
09-09-2023,4,2781.49
09-09-2023,5,4192.37
09-09-2023,5,4372.76
09-09-2023,5,4192.93
09-09-2023,5,4372
09-09-2023,6,4150.29
09-09-2023,6,4192.84
09-09-2023,6,4150.77
09-09-2023,6,4012.64
09-09-2023,7,4600.95
09-09-2023,7,4964
09-09-2023,7,5600.74
09-09-2023,7,5001.37
09-09-2023,8,4939.01
09-09-2023,8,4939.72
09-09-2023,8,4716.67
09-09-2023,8,4192.05
09-09-2023,9,3500.77
09-09-2023,9,3500.3
09-09-2023,9,3700.51
09-09-2023,9,3579.52
09-09-2023,10,3050.6
09-09-2023,10,3250.88
09-09-2023,10,3000.13
09-09-2023,10,2951
09-09-2023,11,3000.6
09-09-2023,11,3200.59
09-09-2023,11,3000.67
09-09-2023,11,3001
09-09-2023,12,3000.29
09-09-2023,12,3000.38
09-09-2023,12,2739.66
09-09-2023,12,2751.87
09-09-2023,13,2357.76
09-09-2023,13,2357.88
09-09-2023,13,2730.23
09-09-2023,13,2719.13
09-09-2023,14,2544.21
09-09-2023,14,2719.45
09-09-2023,14,2719.7
09-09-2023,14,2719.38
09-09-2023,15,2743.19
09-09-2023,15,2935.11
09-09-2023,15,3450.9
09-09-2023,15,3800.2
09-09-2023,16,3400.38
09-09-2023,16,3400.63
09-09-2023,16,4150.67
09-09-2023,16,4500.17
09-09-2023,17,4313.11
09-09-2023,17,4320.42
09-09-2023,17,4046.92
09-09-2023,17,4100.48
09-09-2023,18,4400.89
09-09-2023,18,4525.87
09-09-2023,18,4939.74
09-09-2023,18,5327.62
09-09-2023,19,5224.49
09-09-2023,19,5327.95
09-09-2023,19,6008.98
09-09-2023,19,7500.22
09-09-2023,20,8500.19
09-09-2023,20,8500.43
09-09-2023,20,10000
09-09-2023,20,8500.93
09-09-2023,21,10000
09-09-2023,21,10000
09-09-2023,21,9424
09-09-2023,21,9006.57
09-09-2023,22,7000.36
09-09-2023,22,7000.69
09-09-2023,22,5499.22
09-09-2023,22,5224.38
09-09-2023,23,5597.01
09-09-2023,23,5702.75
09-09-2023,23,5600.12
09-09-2023,23,5600.88
09-09-2023,24,5839.43
09-09-2023,24,5839.54
09-09-2023,24,5131.76
09-09-2023,24,4642.94
10-09-2023,1,4500.24
10-09-2023,1,4071.5
10-09-2023,1,4282
10-09-2023,1,4300.5
10-09-2023,2,4642.82
10-09-2023,2,4767.27
10-09-2023,2,4500.67
10-09-2023,2,4250.45
10-09-2023,3,4008.37
10-09-2023,3,3899.66
10-09-2023,3,3950.72
10-09-2023,3,3700.35
10-09-2023,4,3040.49
10-09-2023,4,3000.93
10-09-2023,4,2900.27
10-09-2023,4,2735.45
10-09-2023,5,2820.94
10-09-2023,5,3354.35
10-09-2023,5,3395.74
10-09-2023,5,3601
10-09-2023,6,3040.16
10-09-2023,6,3700.11
10-09-2023,6,3700.08
10-09-2023,6,3747.75
10-09-2023,7,4012.45
10-09-2023,7,4500.85
10-09-2023,7,5000.25
10-09-2023,7,4846.91
10-09-2023,8,4200.05
10-09-2023,8,3999.65
10-09-2023,8,3511.87
10-09-2023,8,3000.63
10-09-2023,9,2800.8
10-09-2023,9,2952.6
10-09-2023,9,3000.28
10-09-2023,9,2761.82
10-09-2023,10,2719.71
10-09-2023,10,3000.11
10-09-2023,10,2735.81
10-09-2023,10,2894.43
10-09-2023,11,1799.13
10-09-2023,11,1500.88
10-09-2023,11,859.89
10-09-2023,11,859.93
10-09-2023,12,989.05
10-09-2023,12,989.85
10-09-2023,12,2306.1
10-09-2023,12,2482.61
10-09-2023,13,1450.93
10-09-2023,13,1500.55
10-09-2023,13,989.79
10-09-2023,13,989.96
10-09-2023,14,850.89
10-09-2023,14,850.94
10-09-2023,14,2000.74
10-09-2023,14,2000
10-09-2023,15,2302.01
10-09-2023,15,2357.13
10-09-2023,15,2357.21
10-09-2023,15,2557.71
10-09-2023,16,3200.95
10-09-2023,16,3400.92
10-09-2023,16,2760.34
10-09-2023,16,2760.86
10-09-2023,17,2357.49
10-09-2023,17,2357.75
10-09-2023,17,2357.8
10-09-2023,17,2357.28
10-09-2023,18,2357.86
10-09-2023,18,3250.7
10-09-2023,18,3450.25
10-09-2023,18,4300.52
10-09-2023,19,4450.85
10-09-2023,19,4500.93
10-09-2023,19,4600.36
10-09-2023,19,5500.19
10-09-2023,20,5224.63
10-09-2023,20,5236.14
10-09-2023,20,5049.01
10-09-2023,20,4525.23
10-09-2023,21,5131.29
10-09-2023,21,5201.99
10-09-2023,21,4680.98
10-09-2023,21,4900.88
10-09-2023,22,4425.47
10-09-2023,22,4425.07
10-09-2023,22,4192.04
10-09-2023,22,4075.18
10-09-2023,23,4100.46
10-09-2023,23,4950.55
10-09-2023,23,4637.68
10-09-2023,23,4500.23
10-09-2023,24,4075.66
10-09-2023,24,4075.51
10-09-2023,24,3718.04
10-09-2023,24,3501.87
11-09-2023,1,4300.26
11-09-2023,1,4690.04
11-09-2023,1,5500.14
11-09-2023,1,4966
11-09-2023,2,3510.1
11-09-2023,2,3288.35
11-09-2023,2,3395.56
11-09-2023,2,3395.45
11-09-2023,3,3395.33
11-09-2023,3,3395.58
11-09-2023,3,3141.18
11-09-2023,3,2999.12
11-09-2023,4,2600.6
11-09-2023,4,2500.15
11-09-2023,4,2546.2
11-09-2023,4,2719.18
11-09-2023,5,3395.78
11-09-2023,5,3979.27
11-09-2023,5,4106.73
11-09-2023,5,4106.61
11-09-2023,6,3510.24
11-09-2023,6,2743.21
11-09-2023,6,3221.81
11-09-2023,6,2850.91
11-09-2023,7,3650.66
11-09-2023,7,4939.37
11-09-2023,7,4450.87
11-09-2023,7,3519.74
11-09-2023,8,3899.41
11-09-2023,8,4313.37
11-09-2023,8,5000.72
11-09-2023,8,5000.5
11-09-2023,9,3400.77
11-09-2023,9,3045.7
11-09-2023,9,3045.19
11-09-2023,9,3009.91
11-09-2023,10,4174.15
11-09-2023,10,4313.55
11-09-2023,10,3511.44
11-09-2023,10,3045.37
11-09-2023,11,3045.26
11-09-2023,11,3045.09
11-09-2023,11,3204.7
11-09-2023,11,3204.95
11-09-2023,12,3100.99
11-09-2023,12,3045.22
11-09-2023,12,3045.14
11-09-2023,12,3018.12
11-09-2023,13,3029.64
11-09-2023,13,3045.37
11-09-2023,13,3045.91
11-09-2023,13,3045.77
11-09-2023,14,2500.51
11-09-2023,14,2500.9
11-09-2023,14,3029.39
11-09-2023,14,3395.33
11-09-2023,15,3680.05
11-09-2023,15,4174.13
11-09-2023,15,3712.71
11-09-2023,15,3240.76
11-09-2023,16,3712.23
11-09-2023,16,3410.21
11-09-2023,16,4313.5
11-09-2023,16,4499.51
11-09-2023,17,4500.95
11-09-2023,17,4873.03
11-09-2023,17,5600.47
11-09-2023,17,5600.36
11-09-2023,18,4500.89
11-09-2023,18,4939.48
11-09-2023,18,5600.22
11-09-2023,18,6002.45
11-09-2023,19,7004.82
11-09-2023,19,7500.48
11-09-2023,19,10000
11-09-2023,19,10000
11-09-2023,20,10000
11-09-2023,20,10000
11-09-2023,20,10000
11-09-2023,20,10000
11-09-2023,21,10000
11-09-2023,21,10000
11-09-2023,21,10000
11-09-2023,21,10000
11-09-2023,22,8500.78
11-09-2023,22,8500.57
11-09-2023,22,6000.77
11-09-2023,22,5464.87
